1,8500
2,9200
3,9800
4,10500
5,11500
6,12200
7,9900
8,8500
9,9200
10,10000
11,11300
12,12100
13,9200
14,9600
15,10400
16,10900
17,11800
18,12200
19,9400
20,8100
21,10100
22,10200
23,11000
24,11500
25,12000
26,9500
27,8500
28,9000
29,9800
30,10400
31,11200
32,8500
33,9200
34,9800
35,10500
36,11500
37,12200
38,9900
39,8500
40,9200
41,10000
42,11300
43,12100
44,9200
45,9600
46,10400
47,10900
48,11800
49,12200
50,9400
51,8100
52,9500
53,10200
54,11000
55,11500
56,12000
57,9500
58,8500
59,9000
60,9800
61,10400
62,11200
63,8500
64,9200
65,9800
66,10500
67,11500
68,12200
69,9900
70,8500
71,9200
72,10000
73,11300
74,12100
75,9200
76,9600
77,10400
78,10900
79,11800
80,12200
81,9400
82,8100
83,9500
84,10200
85,11000
86,11500
87,12000
88,9500
89,8500
90,9000
91,9800
92,10400
93,11200
94,8500
95,9200
96,9800
97,10500
98,11500
99,12200
100,9900
101,8500
102,9200
103,10000
104,11300
105,12100
106,9200
107,9600
108,10400
109,10900
110,11800
111,12200
112,9400
113,8100
114,9500
115,10200
116,11000
117,11500
118,12000
119,9500
120,8500
121,9000
122,9800
123,10400
124,11200
125,8500
126,9200
127,9800
128,10500
129,11500
130,12200
131,9900
132,8500
133,9200
134,10000
135,11300
136,12100
137,9200
138,9600
139,10400
140,10900
141,11800
142,12200
143,9400
144,8100
145,9500
146,10200
147,11000
148,11500
149,12000
150,9500
151,8500
152,9000
153,9800
154,10400
155,11200
156,8500
157,9200
158,9800
159,10500
160,11500
161,12200
162,9900
163,8500
164,9200
165,10000
166,11300
167,12100
168,9200
169,9600
170,10400
171,10900
172,11800
173,12200
174,9400
175,8100
176,9500
177,10200
178,11000
179,11500
180,12000
181,9500
182,8500
183,9000
184,9800
185,10400
186,11200
187,8500
188,9200
189,9800
190,10500
191,11500
192,12200
193,9900
194,8500
195,9200
196,10000
197,11300
198,12100
199,9200
200,9600
201,10400
202,10900
203,11800
204,12200
205,9400
206,8100
207,9500
208,10200
209,11000
210,11500
211,12000
212,9500
213,8500
214,9000
215,9800
216,10400
217,11200
218,8500
219,9200
220,9800
221,10500
222,11500
223,12200
224,9900
225,8500
226,9200
227,10000
228,11300
229,12100
230,9200
231,9600
232,10400
233,10900
234,11800
235,12200
236,9400
237,8100
238,9500
239,10200
240,11000
241,11500
242,12000
243,9500
244,8500
245,9000
246,9800
247,10400
248,11200
249,8500
250,9200
251,9800
252,10500
253,11500
254,12200
255,9900
256,8500
257,9200
258,10000
259,11300
260,12100
261,9200
262,9600
263,10400
264,10900
265,11800
266,12200
267,9400
268,8100
269,9500
270,10200
271,11000
272,11500
273,12000
274,9500
275,8500
276,9000
277,9800
278,10400
279,11200
280,8500
281,9200
282,9800
283,10500
284,11500
285,12200
286,9900
287,8500
288,9200
289,10000
290,11300
291,12100
292,9200
293,9600
294,10400
295,10900
296,11800
297,12200
298,9400

